district,urban_rural,deaths,injured,serious_injuries,attacker_deaths,attacker_injured,casualty_asof,casualty_note,involves_children,victim_relation,age,sex,occupation,motive_summary,mental_health,prior_violence,warning_signals,intervention,outcome,judgment_date,execution_date,last_source_date,notes,deaths_lower_bound,injured_lower_bound,motive_tags,motive_basis,evidence_level,official_occurrence,official_classification,classification_evidence,id,date,date_precision,title,province,city,scene,method,category,classification_reason,source_ids,field_sources,reported_date,review_year,dating_note,review_batch,injured_reported,series_id,additional_collision_injured,response_injured,event_total_injured_reported,motive_attribution,date_time,continuous_attack,motive_themes,verification_gaps,social_source_urls,year,month,quarter,category_label,official,same_period,motive_known,deaths_min,injured_min,classification_evidence_basis,demographics_asof,demographics_basis,driver_deaths
番禺区,村庄,4,5,,1,,2021-03-22,警方5死含嫌疑人，受害者死亡应为4人。,,,59,男,,,,,,公安、消防及医疗救援。,嫌疑人现场死亡，案件调查中。,,,2021-03-26,官方只称建筑内；村委会场景按多家媒体一致报道归类，具体动机留空。,,,[],未知,官方转载,True,False,媒体调查／研究推断,B50,2021-03-22,day,广州番禺明经村建筑内爆炸案,广东,广州,机关单位,爆炸,pending,官方确认人为引燃爆炸，但被害人与嫌疑人关系不明；媒体称村委会及土地纠纷，不足据此判断随机或定向。,"[""BS55"", ""BS58""]","{""date"": [""BS55""], ""location"": [""BS55"", ""BS58""], ""casualties"": [""BS55""], ""classification"": [""BS55""], ""motive"": [], ""outcome"": [""BS55""]}",,,,,,,,,,,,,[],,,2021,2021-03,2021-Q1,待核实,False,True,False,4,5,,,,
天府新区,城市,0,4,,,,2021-04-18,4名伤者均暂无生命危险。,,,31,男,,警方称先与母亲因生活琐事争吵。,,,,警方现场抓获。,进一步调查中。,,,2021-04-18,,,,"[""家庭争执""]",警方初步通报,官方转载,True,False,媒体调查／研究推断,B13,2021-04-17,day,成都华阳伏龙小区持刀伤人案,四川,成都,社区住宅,持械,pending,警方确认母子争吵后伤害他人，但未交代4名伤者与嫌疑人关系，不能据人数认定随机。,"[""BS14""]","{""date"": [""BS14""], ""location"": [""BS14""], ""casualties"": [""BS14""], ""classification"": [""BS14""], ""motive"": [""BS14""], ""outcome"": [""BS14""]}",,,,,,,,,,,,,"[""其他已披露背景""]",,,2021,2021-04,2021-Q2,待核实,False,True,True,0,4,,,,
北流市,镇区,2,16,,,,2021-04-30,,True,幼儿园师生，关系未明。,,男,,,警方通报司法鉴定机构初步认定精神分裂症；未检出最终刑事责任能力结论。,,,当场抓获；救治伤者，公安与教育部门开展校园安全隐患排查。,截至所见通报在侦办中；未检出可核验后续裁判。,,,2021-04-30,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B06,2021-04-28,day,广西北流新丰镇幼儿园持刀伤人案,广西,玉林,校园及周边,持械,pending,幼儿园师生遭袭已获官方证实；公开通报未交代具体对象选择及嫌疑人与园方关系，严格口径暂不直接认定随机。,"[""BS05""]","{""date"": [""BS05""], ""location"": [""BS05""], ""casualties"": [""BS05""], ""classification"": [""BS05""], ""motive"": [""BS05""], ""outcome"": [""BS05""]}",,,,,,,,,,,,,[],,,2021,2021-04,2021-Q2,待核实,False,True,False,2,16,,,,
中山区,城市,5,8,,,,2023-04-07,以法院审理及执行报道的5死8伤修订早期5死5伤。,,过街行人，与投资纠纷无关。,,男,,法院认定无法接受投资失败，驾车冲撞行人。,,,,警方调查后控制嫌疑人；送医救治伤者。,一审死刑、二审维持，最高法核准后执行。,2021-10-29,2023-04-07,2023-04-07,,,,"[""经济受挫"", ""泄愤报复""]",法院认定,官方转载,True,True,官方事实直接支持,B01,2021-05-22,day,大连五惠路驾车冲撞行人案,辽宁,大连,街道交通,驾车,core,法院认定因投资失败泄愤，故意加速冲撞正在斑马线过街的不特定行人。,"[""BS01""]","{""date"": [""BS01""], ""location"": [""BS01""], ""casualties"": [""BS01""], ""classification"": [""BS01""], ""motive"": [""BS01""], ""outcome"": [""BS01""]}",,,,,,,,,,,,,"[""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2021,2021-05,2021-Q2,核心,True,True,True,5,8,,,,
任丘市,,,,,,,,,True,,,,,,,,,,媒体称警方已处置；细节待核。,,,2021-05-24,,,,[],未知,单一媒体,False,False,媒体调查／研究推断,B09,2021-05-24,day,任丘华北油田采一中学伤人事件,河北,沧州,校园及周边,持械,pending,教育部门及医院向记者确认事件和学生受伤；未公开行凶对象关系、人数及动机，不能据网络汇编定为随机。,"[""BS09""]","{""date"": [""BS09""], ""location"": [""BS09""], ""casualties"": [""BS09""], ""classification"": [""BS09""], ""motive"": [""BS09""], ""outcome"": [""BS09""]}",,,,,,,,,,,,,[],,,2021,2021-05,2021-Q2,待核实,False,True,False,0,0,,,,
,城市,0,14,,,,2021-05-26,截至通报14人受伤、均无生命危险，未检出后续伤亡修订。,True,学生和现场群众。,66,男,退休人员,警方初步认定因生活失意离家独居，为报复社会持棍行凶。,,,,群众配合警方控制嫌疑人并送医。,嫌疑人已控制；未检出可核验后续裁判。,,,2021-05-26,,,,"[""生活失意"", ""泄愤报复""]",警方初步通报,官方转载,True,True,官方事实直接支持,B07,2021-05-25,day,南阳第六十八小学附近持棍袭击案,河南,南阳,校园及周边,持械,core,警方明确认定为报复社会，袭击12名学生和2名群众。,"[""BS07""]","{""date"": [""BS07""], ""location"": [""BS07""], ""casualties"": [""BS07""], ""classification"": [""BS07""], ""motive"": [""BS07""], ""outcome"": [""BS07""]}",,,,,,,,,,,,,"[""泄愤／转移报复"", ""生活受挫／疏离／厌世""]",,,2021,2021-05,2021-Q2,核心,True,True,True,0,14,,,,
苏仙区,镇区,,,,,,2021-05-28,生活报称5名学生受袭，医院受访人员称至少1死；报道同时称伤亡不明，故不填写精确最终死伤。,True,返校学生；与嫌疑人关系不明。,,男,媒体采访商户称在当地务工，未官方证实。,,商户说法不一致，未见专业鉴定，不据此认定。,,,,媒体称已被警方控制；未检出后续通报。,,,2021-05-28,,,,[],未知,单一媒体,False,False,媒体调查／研究推断,B08,2021-05-28,day,郴州白露塘地下通道学生遇袭案,湖南,郴州,校园及周边,持械,pending,单一独立媒体采访确认学生遇袭，未检出官方完整通报或第二独立采集资料，随机性与最终伤亡未充分核实。,"[""BS08""]","{""date"": [""BS08""], ""location"": [""BS08""], ""casualties"": [""BS08""], ""classification"": [""BS08""], ""motive"": [""BS08""], ""outcome"": [""BS08""]}",,,,,,,,,,,,,[],,,2021,2021-05,2021-Q2,待核实,False,True,False,0,0,,,,
秦淮区,城市,0,7,3,,1,2025-08-19,最高法复核确认7名受害者受伤、3重伤二级；初报送医8人含嫌疑人本人。,,前妻、前妻朋友、路人及制止者。,40,男,无业,法院认定复合遭拒后跟候前妻，看到她与同学同行而起杀念；逃亡期间持续冲撞不特定车辆行人。,,最高法复核确认此前多次酒后殴打前妻。,法院确认复合遭拒后多次到前妻工作地点等候。,群众阻止、出租车司机及警方控制；组织多学科救治。,一审决定执行死刑，2024-05-08二审维持，2024-12-21最高法核准；2025-08-15公开文书，未检出执行确认。,2022-11-18,,2025-08-19,法院出生日期1980-07-07，对应案发40岁；初报41岁保留为差异，不混用。,,,"[""婚恋家庭纠纷"", ""纠纷外溢""]",法院认定,官方转载,True,True,官方事实直接支持,B10,2021-05-29,day,南京新街口驾车撞人及持刀伤人案,江苏,南京,街道交通,复合,expanded,原针对前妻及其朋友的感情纠纷，后伤及无关路人、劝阻群众和出租车驾驶员。,"[""BS10"", ""BS56""]","{""date"": [""BS10""], ""location"": [""BS10""], ""casualties"": [""BS10"", ""BS56""], ""classification"": [""BS10"", ""BS56""], ""motive"": [""BS10"", ""BS56""], ""outcome"": [""BS10"", ""BS56""]}",,,,,,,,,,,,,"[""其他已披露背景""]",,,2021,2021-05,2021-Q2,纠纷扩大,True,True,True,0,7,,,,
迎江区,城市,7,13,5,,,2022-02-17,法院布告最终7死13伤，13伤中5重伤、3轻伤、5轻微伤。,False,随机过往群众。,25,男,无业,对家庭和社会不满，产生报复杀害无辜群众之念。,,,判决布告披露此前数月购买凶器并多次观察现场；未证实案发前曾被有关部门识别。,接警后警方赶赴现场，当日16时36分抓获。,故意杀人罪死刑，经最高法核准后执行。,2021-11-15,2022-02-15,2022-02-17,布告列20名被害人年龄均为成年人，未采信网络关于儿童遇难的说法。,,,"[""家庭问题"", ""泄愤报复""]",法院认定,官方转载,True,True,官方事实直接支持,B02,2021-06-05,day,安庆人民路持刀袭击路人案,安徽,安庆,街道交通,持械,core,法院明确认定为杀害无辜群众泄愤报复，连续捅刺过往群众20人。,"[""BS02"", ""BS52""]","{""date"": [""BS02""], ""location"": [""BS02""], ""casualties"": [""BS02""], ""classification"": [""BS02""], ""motive"": [""BS02""], ""outcome"": [""BS02"", ""BS52""]}",,,,,,,,,,,,,"[""婚姻／家庭／感情问题"", ""泄愤／转移报复""]",,,2021,2021-06,2021-Q2,核心,True,True,True,7,13,,,,
清溪镇,镇区,,6,,,,2021-07-15,,,,31,男,无业,,,,,民警到场抓获。,已抓获。,,,2021-07-15,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B14,2021-07-15,day,东莞清溪镇持刀伤人案,广东,东莞,街道交通,持械,pending,通报未披露选择受害者方式、关系和起因。,"[""BS15""]","{""date"": [""BS15""], ""location"": [""BS15""], ""casualties"": [""BS15""], ""classification"": [""BS15""], ""motive"": [], ""outcome"": [""BS15""]}",,,,,,,,,,,,,[],,,2021,2021-07,2021-Q3,待核实,False,True,False,0,6,,,,
临洮县,镇区,2,1,,,,2021-08-18,,True,,,男,洮阳镇政府工作人员（财新采访确认）,,镇政府人士向财新称患抑郁症；不是司法鉴定。,,,警方抓获刑拘。,侦办中；未检出公开后续判决。,,,2021-08-18,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B15,2021-08-16,day,甘肃临洮洮阳镇未成年女孩遭袭案,甘肃,定西,社区住宅,持械,pending,已证实刑案及伤亡，受害者为出门女孩；未查明双方是否相识或特定纠纷，保守待核。,"[""BS16"", ""BS17""]","{""date"": [""BS16"", ""BS17""], ""location"": [""BS16"", ""BS17""], ""casualties"": [""BS16"", ""BS17""], ""classification"": [""BS16"", ""BS17""], ""motive"": [], ""outcome"": [""BS16"", ""BS17""]}",,,,,,,,,,,,,[],,,2021,2021-08,2021-Q3,待核实,False,True,False,2,1,,,,
番禺区,城市,,3,,,1,2021-08-29,,,,43,男,,,,,,警方开枪击伤嫌疑人并控制。,侦办中。,,,2021-08-29,部分汇编将此案误标2019年；按当年警方通报纠正为2021年。,,,[],未知,官方转载,True,False,媒体调查／研究推断,B16,2021-08-28,day,广州番禺清河中路持刀伤人案,广东,广州,街道交通,持械,pending,官方确认伤人，未披露目标关系，随机性不足。,"[""BS18""]","{""date"": [""BS18""], ""location"": [""BS18""], ""casualties"": [""BS18""], ""classification"": [""BS18""], ""motive"": [], ""outcome"": [""BS18""]}",,,,,,,,,,,,,[],,,2021,2021-08,2021-Q3,待核实,False,True,False,0,3,,,,
河津市,城市,0,3,,,,2021-11-04,3人包扎治疗后伤势平稳。,,现场劝阻群众,36,男,务工人员,警方初查因务工期间口角行凶。,,,,司机驾车阻止；民警与群众控制。,嫌疑人被控制。,,,2021-11-04,,,,"[""工作冲突""]",警方初步通报,官方转载,True,True,官方事实直接支持,B17,2021-11-04,day,河津东关持刀伤害劝阻群众案,山西,运城,街道交通,持械,expanded,原本务工口角扩展至现场三名劝阻群众，警方明确其旁观介入身份。,"[""BS19""]","{""date"": [""BS19""], ""location"": [""BS19""], ""casualties"": [""BS19""], ""classification"": [""BS19""], ""motive"": [""BS19""], ""outcome"": [""BS19""]}",,,,,,,,,,,,,"[""经济／工作／财产纠纷""]",,,2021,2021-11,2021-Q4,纠纷扩大,True,False,True,0,3,,,,
浦东新区,城市,,9,,,,2021-12-07,含2名处置民警；报道未给后续死亡结果，死亡留空。,,陌生店内人员、路人及处置民警。,26,男,,,警方初步调查为外省市在册精神病人；不等同于司法刑责结论或作案动机。,,,民警接报2分钟内赶到并搏斗制服，送医救治。,嫌疑人被控制，未检出后续裁判。,,,2021-12-07,,,,[],未知,官方转载,True,False,公安通报确认伤亡；陌生人、沿街连续攻击来自齐鲁晚报商户采访，法院账号仅转载。,B11,2021-12-06,day,上海浦东博山路持剪刀伤人案,上海,上海,街道交通,持械,core,警方确认7名群众及2名警察受伤，现场采访明确称对不认识的人从花店到沿街连续行凶。,"[""BS11""]","{""date"": [""BS11""], ""location"": [""BS11""], ""casualties"": [""BS11""], ""classification"": [""BS11""], ""motive"": [""BS11""], ""outcome"": [""BS11""]}",,,,,,,,,,,,,[],,,2021,2021-12,2021-Q4,核心,False,False,False,0,9,公安通报确认伤亡；陌生人、沿街连续攻击来自齐鲁晚报商户采访，法院账号仅转载。,,,
望城区,城市,3,2,,,,2021-12-29,两人伤势较重但无生命危险，不直接填司法重伤2人。,,工友,23,男,企业员工,警方称因与工友琐事争执心生怨恨。,,,,民警现场控制。,侦办中。,,,2021-12-29,,,,"[""工作冲突""]",警方初步通报,官方转载,True,False,媒体调查／研究推断,B48,2021-12-29,day,长沙望城企业工友持刀伤害案,湖南,长沙,其他,持械,excluded,警方明确系与工友争执后刺伤工友，未发现攻击无关人的证据，按定向工作纠纷排除。,"[""BS51""]","{""date"": [""BS51""], ""location"": [""BS51""], ""casualties"": [""BS51""], ""classification"": [""BS51""], ""motive"": [""BS51""], ""outcome"": [""BS51""]}",,,,,,,,,,,,,"[""经济／工作／财产纠纷""]",,,2021,2021-12,2021-Q4,排除,False,False,True,3,2,,,,
皇姑区,城市,1,42,2,,,2022-02-12,警方初报1死2重伤40轻伤。,,,,,,,,,,应急救援、伤者送医。,原因调查中。,,,2022-02-12,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B18,2022-02-12,day,沈阳232路公交爆炸事件,辽宁,沈阳,公共交通,爆炸,pending,爆炸原因未公开核实，不能确认犯罪或故意袭击。,"[""BS20""]","{""date"": [""BS20""], ""location"": [""BS20""], ""casualties"": [""BS20""], ""classification"": [""BS20""], ""motive"": [], ""outcome"": [""BS20""]}",,,,,,,,,,,,,[],,,2022,2022-02,2022-Q1,待核实,False,True,False,1,42,,,,
南靖县,镇区,3,9,,,,2022-02-14,,,,,,,,,,,司机被警方控制。,原因调查中。,,,2022-02-14,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B19,2022-02-14,day,福建南靖山城镇货车撞人事件,福建,漳州,街道交通,驾车,pending,警方仅通报货车碰撞及调查，故意性和随机选择未证实。,"[""BS21""]","{""date"": [""BS21""], ""location"": [""BS21""], ""casualties"": [""BS21""], ""classification"": [""BS21""], ""motive"": [], ""outcome"": [""BS21""]}",,,,,,,,,,,,,[],,,2022,2022-02,2022-Q1,待核实,False,True,False,3,9,,,,
丛台区,城市,4,10,,,,2022-03-22,初报14人受伤中4人死亡，幸存伤者10人。,,,31,男,某单位职工,,,,,司机当场被控制。,涉嫌以危险方法危害公共安全罪刑拘。,,,2022-03-22,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B20,2022-03-20,day,邯郸人民路车辆碰撞非机动车事件,河北,邯郸,街道交通,驾车,pending,以危险方法危害公共安全罪刑拘不能单独证明随机袭击；警方初步归因超量服药，未检出后续故意性认定。,"[""BS22""]","{""date"": [""BS22""], ""location"": [""BS22""], ""casualties"": [""BS22""], ""classification"": [""BS22""], ""motive"": [], ""outcome"": [""BS22""]}",,,,,,,,,,,,,[],,,2022,2022-03,2022-Q1,待核实,False,True,False,4,10,,,,
岷县,村庄,0,7,,,,2022-04-16,1人出院，其余6人病情平稳。,True,同院居住的2名成人和5名儿童,59,男,,警方初查误认邻居谩骂自己发生争吵。,,,,警方当场抓获。,刑事拘留。,,,2022-04-16,汇编所称4月1日幼儿园案不符官方日期与地点；通报未写凶器，方法暂列其他。,,,"[""邻里纠纷""]",警方初步通报,官方转载,True,False,媒体调查／研究推断,B21,2022-04-14,day,甘肃岷县同院住户伤害案,甘肃,定西,社区住宅,其他,pending,同院邻里纠纷；未交代伤者是否属于纠纷对方家庭，不能仅因有儿童就认定扩大伤害无关人员。,"[""BS23""]","{""date"": [""BS23""], ""location"": [""BS23""], ""casualties"": [""BS23""], ""classification"": [""BS23""], ""motive"": [""BS23""], ""outcome"": [""BS23""]}",,,,,,,,,,,,,"[""其他已披露背景""]",,,2022,2022-04,2022-Q2,待核实,False,True,True,0,7,,,,
东城街道,城市,,6,,,,2022-06-02,,,,25,男,,,,,,警方控制嫌疑人。,侦查中。,,,2022-06-02,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B22,2022-06-02,day,东莞东城万达广场附近持刀伤人案,广东,东莞,商业场所,持械,pending,官方证实6人受伤，但随机细节只有未独立核实视频和网述，保守待核。,"[""BS24""]","{""date"": [""BS24""], ""location"": [""BS24""], ""casualties"": [""BS24""], ""classification"": [""BS24""], ""motive"": [], ""outcome"": [""BS24""]}",,,,,,,,,,,,,[],,,2022,2022-06,2022-Q2,待核实,False,True,False,0,6,,,,
静安区,城市,0,6,,,,2022-07-05,6人送医，2人入ICU不等同司法重伤人数。,,原单位进出员工及保安，未证实均系原纠纷参与者,59,男,,警方称与原单位纠纷交涉未果。,,,,警方现场控制。,侦查中。,,,2022-07-05,,,,"[""工作冲突""]",警方初步通报,官方转载,True,False,公安通报确认原单位纠纷和持刀伤人；随机攻击进出员工来自财新独立了解。,B23,2022-07-04,day,上海威海路原单位门前持刀伤人案,上海,上海,机关单位,持械,core,警方证实与原单位纠纷，财新独立调查明确随机袭击进出员工；目标是单位群体中非特定个体。,"[""BS25""]","{""date"": [""BS25""], ""location"": [""BS25""], ""casualties"": [""BS25""], ""classification"": [""BS25""], ""motive"": [""BS25""], ""outcome"": [""BS25""]}",,,,,,,,,,,,,"[""经济／工作／财产纠纷""]",,,2022,2022-07,2022-Q3,核心,False,True,True,0,6,公安通报确认原单位纠纷和持刀伤人；随机攻击进出员工来自财新独立了解。,,,
黄浦区,城市,0,15,6,,,2023-10-27,使用判决6重伤加9轻伤轻微伤，替代初报4伤；法院认定杀人未遂。,True,无关患者、陪同家属、医护人员,,男,,法院认定因投资失败和无力偿还巨额债务怨恨社会。,,,,现场警方制服嫌疑人。,一审故意杀人罪死刑；本次检索未找到进一步裁判执行材料。,2023-10-27,,2023-10-27,,,,"[""经济受挫"", ""债务"", ""泄愤报复""]",法院认定,官方转载,True,True,官方事实直接支持,B03,2022-07-09,day,上海瑞金医院持刀袭击案,上海,上海,医疗机构,持械,core,法院明确认定预谋在公共场所持刀报复社会，袭击无关病患、家属及医护人员。,"[""BS12""]","{""date"": [""BS12""], ""location"": [""BS12""], ""casualties"": [""BS12""], ""classification"": [""BS12""], ""motive"": [""BS12""], ""outcome"": [""BS12""]}",,,,,,,,,,,,,"[""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2022,2022-07,2022-Q3,核心,True,True,True,0,15,,,,
沐川县,城乡跨场景,3,2,,1,,2022-07-30,嫌疑人逃匿后高坠死亡单列。,True,一名女性及其堂弟、两名子女、公公,36,男,警察,,,,,警方搜捕4日后发现嫌疑人尸体。,嫌疑人死亡，警方宣布复盘队伍教育管理。,,,2022-07-30,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B24,2022-07-26,day,四川沐川警察枪击及杀人纵火案,四川,乐山,社区住宅,复合,excluded,可靠报道确认伤亡对象为同一家庭及亲属，没有随机袭击陌生人的证据，排除核心。,"[""BS26""]","{""date"": [""BS26""], ""location"": [""BS26""], ""casualties"": [""BS26""], ""classification"": [""BS26""], ""motive"": [], ""outcome"": [""BS26""]}",,,,,,,,,,,,,[],,,2022,2022-07,2022-Q3,排除,False,True,False,3,2,,,,
舞阳县,镇区,1,28,,,,2022-07-28,2人伤势较重，不将临床描述直接等同司法重伤。,,,33,男,,,,,,警方控制司机。,调查中。,,,2022-07-28,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B25,2022-07-28,day,河南舞阳张家港路连续碰撞事件,河南,漯河,街道交通,驾车,pending,连续碰撞和媒体所称刑事案件不能替代主观故意与随机性的证据；官方当时称交通肇事逃逸。,"[""BS27""]","{""date"": [""BS27""], ""location"": [""BS27""], ""casualties"": [""BS27""], ""classification"": [""BS27""], ""motive"": [], ""outcome"": [""BS27""]}",,,,,,,,,,,,,[],,,2022,2022-07,2022-Q3,待核实,False,True,False,1,28,,,,
涵江区,城市,1,0,,,,2026-04-07,仅一名被害人死亡；无其他受害者受伤报道，按本案判决所列人员计。,True,与嫌疑人素不相识的饭店后厨帮工,17,男,油漆装修学徒,检方指控对生活失望，想通过犯罪入狱脱离社会；本人不同阶段对动机供述反复，不能把其个别说法视为已核定心理事实。,,,哥哥证言称曾说想去坐牢；案发前网购刀具。,受害人自行返回饭店求助，顾客救援、警方和急救到场；嫌疑人持刀到派出所。,2023年原判死刑；最高法2025-01-24发回重审；2025-09-09改无期。2026-02-02市检不支持家属申诉，4月省检接收审核。,2025-09-09,,2026-04-07,年龄按再审查明案发时17岁。报道有判决图及逐项内容，保留为法院材料媒体转述，非官网原文。 动机部分属媒体核对的检方指控，法院明确认定预谋并随意选择对象。,,,"[""社会疏离"", ""谋求入狱""]",媒体调查,官方转载,True,True,官方事实直接支持,B27,2022-08-02,day,莆田饭店附近少年遭随机持刀袭击案,福建,莆田,街道交通,持械,core,报道引用法院判决明确有预谋地准备刀具、随意选取对象；检方认定当街随机物色对象，双方生活工作无交集。,"[""BS29""]","{""date"": [""BS29""], ""location"": [""BS29""], ""casualties"": [""BS29""], ""classification"": [""BS29""], ""motive"": [""BS29""], ""outcome"": [""BS29""]}",,,,,,,,,,,,,"[""求死／求入狱"", ""生活受挫／疏离／厌世""]",,,2022,2022-08,2022-Q3,核心,True,True,True,1,0,,,,
安福县,镇区,4,5,,1,,2022-08-05,初报3死6伤，后续截至8月5日4死5伤；嫌疑人逃跑交通事故身亡单列。,True,幼儿园教师及幼儿,48,男,,,,,,警方搜捕、伤者送医。,8月3日逃亡横穿高速遭车祸，8月4日抢救无效死亡，DNA确认（警方通报）。,,,2022-08-10,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B26,2022-08-03,day,江西安福幼儿园持刀伤人案,江西,吉安,校园及周边,持械,pending,已核实校园伤害及伤亡，但缺乏目标关系和选择方式的可靠说明，不仅因师生多人受害就认定随机。,"[""BS28"", ""BS57""]","{""date"": [""BS28""], ""location"": [""BS28""], ""casualties"": [""BS28"", ""BS57""], ""classification"": [""BS28""], ""motive"": [], ""outcome"": [""BS28"", ""BS57""]}",,,,,,,,,,,,,[],,,2022,2022-08,2022-Q3,待核实,False,True,False,4,5,,,,
郸城县,镇区,0,2,,,,2022-08-09,,,,21,男,,,,,,接警3分钟后巡逻民警到场与群众控制。,刑事拘留。,,,2022-08-09,,,,[],未知,官方转载,True,False,媒体调查／研究推断,B49,2022-08-08,day,河南郸城世纪广场持刀伤人案,河南,周口,公园广场,持械,pending,官方未说明双方关系或随机作案；不能采用网络汇编的无差别标签。,"[""BS54""]","{""date"": [""BS54""], ""location"": [""BS54""], ""casualties"": [""BS54""], ""classification"": [""BS54""], ""motive"": [], ""outcome"": [""BS54""]}",,,,,,,,,,,,,[],,,2022,2022-08,2022-Q3,待核实,False,True,False,0,2,,,,
天河区,城市,6,,,,,2023-05-12,一审判决报道先单列6名死者（5名现场死亡，1名1月19日死亡），再列另有伤者：10名轻伤一级、2名轻伤二级、13名轻微伤，互斥伤情分级合计至少25人。其余3名不构成轻微伤、1名体表未见明显机械性损伤不加入精确伤者值；精确值仍留空。,,过往行人及道路使用者。,22,男,,法院认定为发泄个人情绪。判决记录的社交受挫、家人责骂为被告人供述，不能据此推定一般社会原因。,,,,,2023年4月18日一审死刑，2023年6月28日二审维持；2024年4月19日执行。,2023-04-18,2024-04-19,2024-04-19,,,25,"[""泄愤报复""]",法院认定,官方转载,True,True,记者核对法院判决并转述明确针对不特定多数人的认定,B04,2023-01-11,day,广州天河连续驾车冲撞行人案,广东,广州,街道交通,驾车,core,法院认定为发泄个人情绪，故意连续驾车冲撞人群；无特定被害人。,"[""BS03"", ""BS04""]","{""date"": [""BS03""], ""location"": [""BS03""], ""casualties"": [""BS03""], ""classification"": [""BS03""], ""motive"": [""BS03""], ""outcome"": [""BS04""]}",,,,,20余人；判决细目至少25人构成轻伤或轻微伤,,,,,,,,"[""泄愤／转移报复""]",,,2023,2023-01,2023-Q1,核心,True,True,True,6,25,记者核对法院判决并转述明确针对不特定多数人的认定,,,
沙坪坝区,城市,0,1,,,,2023-07-13,一名女乘客严重受伤后及时获救出院；未见司法伤情等级，serious_injuries留空。,,邻座陌生乘客,,男,,,警方称患中度抑郁、重度焦虑；刑事责任鉴定未检出。,,,乘客吴英杰压制嫌疑人，其他乘客保护伤者，到站后安保移交警方、急救救治。,警方按涉嫌故意杀人立案；后续判决未检出。,,,2023-12-14,,,,[],未知,多源媒体,False,False,媒体调查／研究推断,B28,2023-03-19,day,重庆轨道一号线邻座乘客遭随机持刀袭击案,重庆,重庆,公共交通,持械,core,警方向记者披露带刀上车意图随机伤害，重庆日报后续亦明确事后查明随机性。,"[""BS30"", ""BS31""]","{""date"": [""BS30"", ""BS31""], ""location"": [""BS30"", ""BS31""], ""casualties"": [""BS30"", ""BS31""], ""classification"": [""BS30"", ""BS31""], ""motive"": [], ""outcome"": [""BS30"", ""BS31""]}",,,,,,,,,,,,,[],,,2023,2023-03,2023-Q1,核心,False,True,False,0,1,,,,
丛台区,城市,,,,,,2023-04-02,不能使用网传十余伤、一死等数值。,,,,男,,,,,,涉事人员当日被警方抓获。,调查中。,,,2023-04-02,不采用视频汇编中的手雷/爆炸定性。,,,[],未知,单一媒体,False,False,媒体调查／研究推断,B29,2023-03-31,day,邯郸中华北大街连续车辆碰撞事件,河北,邯郸,街道交通,驾车,pending,部门确认事件存在，但伤亡和动机仍调查；网传爆炸物被否认，缺乏故意随机袭击正式认定。,"[""BS32""]","{""date"": [""BS32""], ""location"": [""BS32""], ""casualties"": [""BS32""], ""classification"": [""BS32""], ""motive"": [], ""outcome"": [""BS32""]}",,,,,,,,,,,,,[],,,2023,2023-03,2023-Q1,待核实,False,True,False,0,0,,,,
江北区,城市,0,4,,,,2023-04-03,,,路人,46,男,,,警方通报“突发躁狂”，属于初步状态描述，不等同精神病诊断或刑责鉴定。,,,群众制服，民警到场送医并控制嫌疑人。,侦办中。,,,2023-04-03,,,,[],未知,官方转载,True,False,官方确认事件和路人受伤，未明确随机性；待补证,B30,2023-04-02,day,重庆江北建新西路持刀袭击路人案,重庆,重庆,街道交通,持械,pending,警方确认持刀行凶致4名路人受伤，但未披露起始对象关系及选择方式；补查现场采访仅能确认群众制止过程，尚不足排除定向纠纷或伴随伤害，保留待核。,"[""BS33""]","{""date"": [""BS33""], ""location"": [""BS33""], ""casualties"": [""BS33""], ""classification"": [""BS33""], ""motive"": [], ""outcome"": [""BS33""]}",,,,,,,,,,,,,[],,,2023,2023-04,2023-Q2,待核实,False,True,False,0,4,官方确认事件和路人受伤，未明确随机性；待补证,,,
