id,date,date_precision,title,province,city,district,urban_rural,scene,method,category,classification_reason,deaths,injured,serious_injuries,attacker_deaths,attacker_injured,casualty_asof,casualty_note,involves_children,victim_relation,age,sex,occupation,motive_summary,motive_tags,motive_basis,mental_health,prior_violence,warning_signals,intervention,outcome,judgment_date,execution_date,last_source_date,evidence_level,source_ids,field_sources,notes,injured_reported,injured_lower_bound,deaths_lower_bound,series_id,additional_collision_injured,response_injured,event_total_injured_reported,motive_attribution,date_time,continuous_attack,official_occurrence,official_classification,classification_evidence,motive_themes,year,quarter,category_label,official,same_period,motive_known,deaths_min,injured_min,classification_evidence_basis
B29,2023-03-31,day,邯郸中华北大街连续车辆碰撞事件,河北,邯郸,丛台区,城市,街道交通,驾车,pending,部门确认事件存在，但伤亡和动机仍调查；网传爆炸物被否认，缺乏故意随机袭击正式认定。,,,,,,2023-04-02,不能使用网传十余伤、一死等数值。,,,,男,,,[],未知,,,,涉事人员当日被警方抓获。,调查中。,,,2023-04-02,单一媒体,"[""BS32""]","{""date"": [""BS32""], ""location"": [""BS32""], ""casualties"": [""BS32""], ""classification"": [""BS32""], ""motive"": [], ""outcome"": [""BS32""]}",不采用视频汇编中的手雷/爆炸定性。,,,,,,,,,,,False,False,媒体调查／研究推断,[],2023,2023-Q1,待核实,False,True,False,0,0,
B30,2023-04-02,day,重庆江北建新西路持刀袭击路人案,重庆,重庆,江北区,城市,街道交通,持械,pending,警方确认持刀行凶致4名路人受伤，但未披露起始对象关系及选择方式；补查现场采访仅能确认群众制止过程，尚不足排除定向纠纷或伴随伤害，保留待核。,0,4,,,,2023-04-03,,,路人,46,男,,,[],未知,警方通报“突发躁狂”，属于初步状态描述，不等同精神病诊断或刑责鉴定。,,,群众制服，民警到场送医并控制嫌疑人。,侦办中。,,,2023-04-03,官方转载,"[""BS33""]","{""date"": [""BS33""], ""location"": [""BS33""], ""casualties"": [""BS33""], ""classification"": [""BS33""], ""motive"": [], ""outcome"": [""BS33""]}",,,,,,,,,,,,True,False,官方确认事件和路人受伤，未明确随机性；待补证,[],2023,2023-Q2,待核实,False,True,False,0,4,官方确认事件和路人受伤，未明确随机性；待补证
B31,2023-04-08,day,平顶山新兴路感情纠纷驾车冲撞案,河南,平顶山,城乡一体化示范区,城市,街道交通,驾车,pending,确认定向驾车冲撞女子后多人受害，但其余人的关系未说明，不能仅据人数认定无关者卷入。,3,,,,,2023-04-09,官方句式未明确7伤是否包含后续死亡3人，幸存伤者数不直接填7或4。,,,47,男,,警方称因感情纠纷争执后驾车冲撞特定女性。,"[""感情纠纷""]",警方初步通报,,,,警方抓获。,侦办中。,,,2023-04-09,官方转载,"[""BS34""]","{""date"": [""BS34""], ""location"": [""BS34""], ""casualties"": [""BS34""], ""classification"": [""BS34""], ""motive"": [""BS34""], ""outcome"": [""BS34""]}",,7人受伤、3人经抢救无效死亡,,,,,,,,,,True,False,媒体调查／研究推断,"[""婚姻／家庭／感情问题""]",2023,2023-Q2,待核实,False,True,True,3,0,
B33,2023-05-12,day,中山大涌镇装载作业车连续碰撞事件,广东,中山,大涌镇,镇区,街道交通,驾车,pending,通报没有确认故意冲撞或随机选择对象；仅凭连续碰撞无法定性。,0,4,,,,2023-05-12,,,,48,男,,,[],未知,,,,警方控制司机带所调查。,调查中。,,,2023-05-12,官方转载,"[""BS36""]","{""date"": [""BS36""], ""location"": [""BS36""], ""casualties"": [""BS36""], ""classification"": [""BS36""], ""motive"": [], ""outcome"": [""BS36""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2023,2023-Q2,待核实,False,True,False,0,4,
B35,2023-05-14,day,贵阳云岩百草巷剪刀袭击行人案,贵州,贵阳,云岩区,城市,街道交通,持械,pending,警方确认剪刀伤及路过的几名行人，但未披露双方关系及选择目标过程；本轮补查未取得可靠随机性认定，不能仅凭多人或精神状态推定随机，保留待核。,0,,,,,2023-05-15,未发布确切受伤人数，不能用汇编数字替代。,,路过行人,40,男,,,[],未知,警方称精神障碍患者；刑责鉴定未知。,,,警方迅速控制嫌疑人，伤者送医。,进一步办理。,,,2023-05-15,官方转载,"[""BS38""]","{""date"": [""BS38""], ""location"": [""BS38""], ""casualties"": [""BS38""], ""classification"": [""BS38""], ""motive"": [], ""outcome"": [""BS38""]}",案发为5月14日，5月15日系报道日。,几名行人,,,,,,,,,,True,False,官方确认事件和路人受伤，未明确随机性；待补证,[],2023,2023-Q2,待核实,False,True,False,0,0,官方确认事件和路人受伤，未明确随机性；待补证
B36,2023-05-18,day,四川南部桂博路持刀伤人案,四川,南充,南部县,镇区,街道交通,持械,pending,通报未说明受害者关系或随机选择，无充分独立材料证明随机性。,0,8,,,,2023-05-18,,,,21,男,,,[],未知,,,,警方抓获。,侦查中。,,,2023-05-18,官方转载,"[""BS39""]","{""date"": [""BS39""], ""location"": [""BS39""], ""casualties"": [""BS39""], ""classification"": [""BS39""], ""motive"": [], ""outcome"": [""BS39""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2023,2023-Q2,待核实,False,True,False,0,8,
B37,2023-05-23,day,天津和平山西路剪刀伤害路人案,天津,天津,和平区,城市,街道交通,持械,pending,虽称路人，单一目标双方关系与选择原因未明，保守等待随机性证据。,0,1,,,,2023-05-24,,,,53,男,,,[],未知,,,,围观群众当场控制；警方确认见义勇为行为。,刑事拘留。,,,2023-05-24,官方转载,"[""BS40""]","{""date"": [""BS40""], ""location"": [""BS40""], ""casualties"": [""BS40""], ""classification"": [""BS40""], ""motive"": [], ""outcome"": [""BS40""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2023,2023-Q2,待核实,False,True,False,0,1,
B38,2023-06-06,day,长沙开福滨河路面包车撞人事件,湖南,长沙,开福区,城市,街道交通,驾车,pending,仅有撞人逃逸事实，未确立故意性和无差别袭击动机。,0,9,,,,2023-06-06,一人伤势较重，8人稳定无生命危险；未给司法重伤等级。,,,39,男,,,[],未知,,,,警方抓获逃跑中的司机。,侦办中。,,,2023-06-06,官方转载,"[""BS41""]","{""date"": [""BS41""], ""location"": [""BS41""], ""casualties"": [""BS41""], ""classification"": [""BS41""], ""motive"": [], ""outcome"": [""BS41""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2023,2023-Q2,待核实,False,True,False,0,9,
B39,2023-06-16,day,秦皇岛建国路持刀伤人事件,河北,秦皇岛,海港区,城市,街道交通,持械,pending,已采访警方确认事件，但人数、对象关系与随机性未明确。,,,,,,2023-06-17,网传十余人受伤没有官方确认，死亡和受伤人数均留空。,,,,男,,,[],未知,,,,警方控制。,调查中。,,,2023-06-17,单一媒体,"[""BS42""]","{""date"": [""BS42""], ""location"": [""BS42""], ""casualties"": [""BS42""], ""classification"": [""BS42""], ""motive"": [], ""outcome"": [""BS42""]}",,,,,,,,,,,,False,False,媒体调查／研究推断,[],2023,2023-Q2,待核实,False,True,False,0,0,
B42,2023-06-30,day,海南临高临城镇二环路持刀伤人案,海南,临高县,临城镇,镇区,街道交通,持械,pending,官方证实伤人，未披露人数、目标关系或选择方式。,0,,,,,2023-07-01,通报称伤者均无生命危险，网传具体人数不采用。,,,,,,,[],未知,,,,警方控制嫌疑人、伤者送医。,侦办中。,,,2023-07-01,官方转载,"[""BS45""]","{""date"": [""BS45""], ""location"": [""BS45""], ""casualties"": [""BS45""], ""classification"": [""BS45""], ""motive"": [], ""outcome"": [""BS45""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2023,2023-Q2,待核实,False,True,False,0,0,
B43,2023-07-10,day,广东廉江横山镇幼儿园持刀伤人案,广东,湛江,廉江市,镇区,校园及周边,持械,pending,案件伤亡已获警方证实，尚无可靠材料确认对象选择与关系；不采信网传私人报复起因，也不直接称随机。,6,1,,,,2023-07-10,,True,幼儿园内人员，包含幼儿,25,男,,,[],未知,,,,7时40分发案，8时许警方抓获。,侦办中；裁判未检出。,,,2023-07-10,官方转载,"[""BS46""]","{""date"": [""BS46""], ""location"": [""BS46""], ""casualties"": [""BS46""], ""classification"": [""BS46""], ""motive"": [], ""outcome"": [""BS46""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2023,2023-Q3,待核实,False,True,False,6,1,
B45,2023-08-17,day,湖北枣阳万象城附近沿街持刀伤人事件,湖北,襄阳,枣阳市,城市,街道交通,持械,pending,目击采访支持沿街攻击路人，但目前只有同一电视报道转载，未满足独立多源或官方证据标准。,,4,,,,2023-08-17,4伤来自目击者，非官方最终数字；是否死亡未见可靠说明。,,报道称老年人及女性路人,,男,,,[],未知,,,,商户泼水阻止，群众报警。,,,,2023-08-17,单一媒体,"[""BS48""]","{""date"": [""BS48""], ""location"": [""BS48""], ""casualties"": [""BS48""], ""classification"": [""BS48""], ""motive"": [], ""outcome"": [""BS48""]}",不采信目击者关于精神病的猜测。,,,,,,,,,,,False,False,媒体调查／研究推断,[],2023,2023-Q3,待核实,False,True,False,0,4,
B47,2023-11-09,day,深圳龙华大浪广场附近持刀伤人案,广东,深圳,龙华区,城市,公园广场,持械,pending,事件伤亡获警方确认，但起因和对象关系未披露。,1,3,,,,2023-11-09,,,,37,男,,,[],未知,,,,警方现场抓获，伤者送医。,侦办中。,,,2023-11-09,官方转载,"[""BS50""]","{""date"": [""BS50""], ""location"": [""BS50""], ""casualties"": [""BS50""], ""classification"": [""BS50""], ""motive"": [], ""outcome"": [""BS50""]}",部分汇编称20时，按警方通报18时。,,,,,,,,,,,True,False,媒体调查／研究推断,[],2023,2023-Q4,待核实,False,False,False,1,3,
B46,2023-12-24,day,成都新都同福路持刀伤人案,四川,成都,新都区,城市,街道交通,持械,pending,官方确认事件但未披露确切人数或受害者关系，不能仅凭地点和精神病史推断随机。,0,,,,,2023-12-24,通报未给伤者数，不采用汇编的5伤。,,,21,男,,,[],未知,警方称有精神病史；无刑责鉴定。,,,现场群众制服后警方控制。,侦办中。,,,2023-12-24,官方转载,"[""BS49""]","{""date"": [""BS49""], ""location"": [""BS49""], ""casualties"": [""BS49""], ""classification"": [""BS49""], ""motive"": [], ""outcome"": [""BS49""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2023,2023-Q4,待核实,False,False,False,0,0,
C005,2024-03-01,day,德州安居苑道路车辆撞人事件,山东,德州,德城区,城市,街道交通,驾车,pending,警方确认车辆冲撞及伤亡，公开报道仍称交通肇事；未取得可证明故意袭击或随机性的裁判材料。,2,,6,,,2024-03-01,,,,,,,,[],未知,,,,驾驶人当场被抓,,,,2024-03-01,官方转载,"[""CS008""]","{""date"": [""CS008""], ""location"": [""CS008""], ""casualties"": [""CS008""], ""classification"": [""CS008""], ""motive"": [], ""outcome"": []}",6为已披露重伤人数；不把网上所传十余儿童或同名旧案拼接为本案事实。,6人重伤；其他伤者人数未见明确披露,6,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q1,待核实,False,True,False,2,6,
C009,2024-03-04,day,祁东三友小学持刀袭击报道,湖南,衡阳,祁东县,乡镇,校园及周边,持械,pending,独立记者采访的单一报道可见存档，缺第二独立采集来源及完整官方确认。,,,,,,2024-03-12,单一媒体称1死1伤；未作为核实数字。,True,据报为用餐小学生,,男,,,[],未知,村民称有精神疾病，未经司法鉴定确认,报道村民称前一年曾入校划伤学生，未取得独立核证,上述既往袭击及保安离岗仅属单一采访说法,,,,,2024-03-12,单一媒体,"[""CS015""]","{""date"": [""CS015""], ""location"": [""CS015""], ""casualties"": [""CS015""], ""classification"": [""CS015""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,False,False,媒体调查／研究推断,[],2024,2024-Q1,待核实,False,True,False,0,0,
C006,2024-03-19,day,台州职业技术学院车辆冲撞事件,浙江,台州,椒江区,城市,校园及周边,驾车,pending,媒体有学生访谈和疑似威胁聊天截图，但尚未取得明确故意性及随机性司法认定；保守待核。,3,16,,,,2024-03-30,,,校内学生,,男,该校学生,,[],未知,,,三联采访同学辨认疑似随机攻击威胁聊天；真实性尚待司法证据核验。,,,,,2024-03-30,官方转载,"[""CS009"", ""CS010""]","{""date"": [""CS009"", ""CS010""], ""location"": [""CS009"", ""CS010""], ""casualties"": [""CS009"", ""CS010""], ""classification"": [""CS009"", ""CS010""], ""motive"": [], ""outcome"": []}",官方通报完整转载已补得；2026年安全保卫研究文章的相关页面访问失败，未把搜索摘要的故意冲卡描述当正式结论。,,,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q1,待核实,False,True,False,3,16,
C030,2024-04-10,day,吉安翠岭路持刀伤人案,江西,吉安,吉州区,城市,街道交通,持械,pending,官方称伤害路人，但未交代双方关系；路人称谓不足以单独证明不特定目标。,0,2,,,,2024-04-10,,,,38,男,,,[],未知,,,,,余某逃匿后被抓。,,,2024-04-11,官方转载,"[""CS041""]","{""date"": [""CS041""], ""location"": [""CS041""], ""casualties"": [""CS041""], ""classification"": [""CS041""], ""motive"": [], ""outcome"": [""CS041""]}",案发4月10日，不能将4月13日媒体转载日当案发日。,,,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q2,待核实,False,True,False,0,2,
C039,2024-04-26,day,封开江口街道汽车碰撞摩托车事件,广东,肇庆,封开县,乡镇,街道交通,驾车,pending,警方通报交通事故，未明原因；先持刀行凶再撞人等说法未获证实。,,,,,,2024-04-26,,,,,,,,[],未知,,,,,,,,2024-04-26,官方转载,"[""CS050""]","{""date"": [""CS050""], ""location"": [""CS050""], ""casualties"": [""CS050""], ""classification"": [""CS050""], ""motive"": [], ""outcome"": []}",,有人员受伤，人数未公布,,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q2,待核实,False,True,False,0,0,
C007,2024-05-07,day,镇雄城南医院持刀伤人案,云南,昭通,镇雄县,,医疗机构,持械,pending,官方确认医院多人遇袭；可靠正文未明确披露受害人与嫌犯关系，随机性须进一步确认。,2,21,,,,2024-05-07,,True,,40,男,,,[],未知,,,,当日下午在县内抓获；在场患者曾对峙并追赶制止,已抓获；未检得本案可核实裁判,,,2024-05-14,官方转载,"[""CS011"", ""CS012"", ""RCS001"", ""RCS003""]","{""date"": [""CS011"", ""CS012""], ""location"": [""CS011"", ""CS012""], ""casualties"": [""CS011"", ""CS012""], ""classification"": [""CS011"", ""CS012""], ""motive"": [], ""outcome"": [""CS011"", ""CS012""], ""involves_children"": [""RCS001""]}",官方人士称网传朋友圈动机截图不实。不能把亲属所述旧案不满直接等同本次动机。,,,,,,,,,,,True,False,警方确认医院持刀案及2死21伤，未披露受害关系；南风窗标题称随机但正文未明确关系，仍待核。,[],2024,2024-Q2,待核实,False,True,False,2,21,
C010,2024-05-20,day,郴州苏仙区公园刑事案件,湖南,郴州,苏仙区,,公园广场,其他,pending,通报仅称刑事案件及伤亡，未披露行为方式、动机或被害关系，不能凭多人伤亡认定随机袭击。,3,2,,,,2024-05-21,,,,35,男,,,[],未知,,,,嫌疑人被抓获,,,,2024-05-21,官方转载,"[""CS016""]","{""date"": [""CS016""], ""location"": [""CS016""], ""casualties"": [""CS016""], ""classification"": [""CS016""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q2,待核实,False,True,False,3,2,
C012,2024-06-19,day,上海合川路地铁站持刀伤人案,上海,上海,闵行区,城市,公共交通,持械,pending,官方确认3人受伤，但未披露关系或随机选择过程，不能仅因公共场所多人被刺列核心。,,3,,,,2024-06-19,,,,54,男,,,[],未知,,,,警方抓获,,,,2024-06-19,官方转载,"[""CS018""]","{""date"": [""CS018""], ""location"": [""CS018""], ""casualties"": [""CS018""], ""classification"": [""CS018""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q2,待核实,False,True,False,0,3,
C040,2024-07-27,day,长沙月湖街道车辆撞人案,湖南,长沙,开福区,,街道交通,驾车,pending,官方确认刑事案件和伤亡，未明主动冲撞过程及被害关系，不能仅依8死认定随机。,8,5,2,,,2024-07-27,,,,55,男,,,[],未知,,,,,粟某某被控制。,,,2024-07-27,官方转载,"[""CS051""]","{""date"": [""CS051""], ""location"": [""CS051""], ""casualties"": [""CS051""], ""classification"": [""CS051""], ""motive"": [], ""outcome"": [""CS051""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q3,待核实,False,True,False,8,5,
C018,2024-08-13,day,中山横栏厨卫工厂车辆撞人事件,广东,中山,横栏镇,,其他,驾车,pending,官方仅证实车辆碰撞及8人受伤，开除后泄愤说法未获可靠核实。,,8,,,,2024-08-13,,,,29,男,,,[],未知,,,,司机当场控制,,,,2024-08-13,官方转载,"[""CS027""]","{""date"": [""CS027""], ""location"": [""CS027""], ""casualties"": [""CS027""], ""classification"": [""CS027""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q3,待核实,False,True,False,0,8,
C046,2024-09-03,day,东平佛山中学附近公交车失控事故,山东,泰安,东平县,城市,校园及周边,驾车,excluded,完整警方通报为接送学生车辆失控交通事故；没有支持故意袭击的核实材料。,11,13,,,,2024-09-03,11死包括6名家长5名学生；13名伤者含1危重，危重不等于法医重伤。,True,,,,,,[],未知,,,,,驾驶员及公交公司相关人员被调查。,,,2024-09-03,官方转载,"[""CS057""]","{""date"": [""CS057""], ""location"": [""CS057""], ""casualties"": [""CS057""], ""classification"": [""CS057""], ""motive"": [], ""outcome"": [""CS057""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q3,排除,False,True,False,11,13,
C033,2024-10-23,day,青岛悦荟广场附近搅拌车碰撞多车事件,山东,青岛,市北区,城市,街道交通,驾车,pending,官方初查涉嫌醉驾；网络影片所称主动报复意图未经身份与真实性核验，保留冲突待核。,,,,,,2024-10-24,,,,48,男,,,[],未知,,,,,孙某某被控制。,,,2024-10-24,官方转载,"[""CS044""]","{""date"": [""CS044""], ""location"": [""CS044""], ""casualties"": [""CS044""], ""classification"": [""CS044""], ""motive"": [], ""outcome"": [""CS044""]}",,3人留院治疗,3,,,,,,,,,True,False,媒体调查／研究推断,[],2024,2024-Q4,待核实,False,False,False,0,3,
C043,2024-11-25,day,成都新津四处纵火焚毁财物案,四川,成都,新津区,城市,社区住宅,纵火,excluded,有报复社会及放火罪判决，但本报道只确认烧毁财物，无直接袭击人员或人员伤害，未满足本研究随机伤人条件。,,,,,,,未报道人员伤亡，不将未报道写为0。,,,,男,,因盗窃被行政拘留后，认为生活不公，放火泄愤。,"[""不满处罚"", ""泄愤""]",法院认定,司法鉴定酒精有害使用及待分类精神障碍，完全刑事责任能力。,,,,新津法院判放火罪有期徒刑3年，具体宣判日未披露。,,,2025-05-14,官方转载,"[""CS054""]","{""date"": [""CS054""], ""location"": [""CS054""], ""casualties"": [""CS054""], ""classification"": [""CS054""], ""motive"": [""CS054""], ""outcome"": [""CS054""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,"[""其他已披露背景"", ""泄愤／转移报复""]",2024,2024-Q4,排除,False,False,True,0,0,
C045,2025-01-26,day,沈阳大东副食品商场外不明爆炸事件,辽宁,沈阳,沈河区,城市,商业场所,爆炸,pending,公开影像及报道显示爆炸，但原因、人为故意性与袭击目标均不明；不采信政治动机猜测。,,,,,,,,,,,,,,[],未知,,,,,,,,2025-01-27,单一媒体,"[""CS056""]","{""date"": [""CS056""], ""location"": [""CS056""], ""casualties"": [], ""classification"": [""CS056""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,False,False,媒体调查／研究推断,[],2025,2025-Q1,待核实,False,True,False,0,0,
C036,2025-04-22,day,网传金华苏孟小学门口车辆冲撞事件,浙江,金华,婺城区,乡镇,校园及周边,驾车,pending,社交视频线索被多媒体转述，但未取得官方通报及独立采集的充分核实；不按转载数提升可靠度。,,,,,,,死亡6、7至14等说法冲突，不采纳；不认定司机性别和动机。,,,,,,,[],未知,,,,,,,,2025-04-23,网传待核,"[""CS047""]","{""date"": [""CS047""], ""location"": [""CS047""], ""casualties"": [""CS047""], ""classification"": [""CS047""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,False,False,媒体调查／研究推断,[],2025,2025-Q2,待核实,False,True,False,0,0,
C021,2025-04-28,day,网传天津医院医护人员遇袭案,天津,天津,河西区,城市,医疗机构,持械,pending,可访问单一媒体报道援引所谓警方通报但未给原件，缺少第二独立可靠采集源及受害关系核实。,,,,,,2025-05-01,东网报道2死、6名医护遇袭及1重伤；未将未经交叉核实数字计入精确伤亡。,,,,,,,[],未知,,,,,,,,2025-05-01,单一媒体,"[""CS030""]","{""date"": [""CS030""], ""location"": [""CS030""], ""casualties"": [""CS030""], ""classification"": [""CS030""], ""motive"": [], ""outcome"": []}",医保报销、47岁简某等资料亦待原始证据核实，动机与个人字段不据此定值。,,,,,,,,,,,False,False,媒体调查／研究推断,[],2025,2025-Q2,待核实,False,True,False,0,0,
C026,2025-05-15,day,广州南站安检区外持刀伤人案,广东,广州,番禺区,城市,公共交通,持械,pending,有官方案情与伤亡，但无被害关系或随机性证据。,0,1,,,,2025-05-15,,,,35,男,,,[],未知,,,,,李某某当场被控制。,,,2025-05-15,官方转载,"[""CS036""]","{""date"": [""CS036""], ""location"": [""CS036""], ""casualties"": [""CS036""], ""classification"": [""CS036""], ""motive"": [], ""outcome"": [""CS036""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2025,2025-Q2,待核实,False,True,False,0,1,
C032,2025-05-15,day,北京海淀健安西路车辆刮碰行人事件,北京,北京,海淀区,城市,街道交通,驾车,pending,官方仅称刮碰行人事故且仍调查，未确认主动攻击；网传故意亦无独立证据。,,4,,,,2025-05-15,,,,,,,,[],未知,,,,,肇事司机被查获。,,,2025-05-15,官方转载,"[""CS043""]","{""date"": [""CS043""], ""location"": [""CS043""], ""casualties"": [""CS043""], ""classification"": [""CS043""], ""motive"": [], ""outcome"": [""CS043""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2025,2025-Q2,待核实,False,True,False,0,4,
C019,2025-06-04,day,武汉大学食堂持刀伤人案,湖北,武汉,洪山区,城市,校园及周边,持械,pending,警方确认因学业不顺在食堂行凶，但未公布受害者关系；社交平台袭击预告未获独立验证，暂不认定随机。,0,3,,,,2025-06-06,,,,23,男,武汉大学学生,警方称因学业不顺行凶。,"[""学业受挫""]",警方初步通报,,,,,当场控制并采取刑事强制措施。,,,2025-06-06,官方转载,"[""CS028""]","{""date"": [""CS028""], ""location"": [""CS028""], ""casualties"": [""CS028""], ""classification"": [""CS028""], ""motive"": [""CS028""], ""outcome"": [""CS028""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,"[""学业问题""]",2025,2025-Q2,待核实,False,True,True,0,3,
C025,2025-06-14,day,重庆李家沱争执后驾车伤人案,重庆,重庆,巴南区,城市,街道交通,驾车,excluded,官方通报将伤者限定为当场围车争执、阻拦驾驶人离开的群众，未确认攻击其他不特定或无关人；按现场特定纠纷排除。,1,4,,,,2025-06-15,,,双方鸣笛争执后围车阻拦者。,38,男,,前车卸货挡道持续鸣笛，与围车群众争执后强行驶离。,"[""现场纠纷""]",警方初步通报,,,,,熊某被刑事拘留。,,,2025-06-15,官方转载,"[""CS035""]","{""date"": [""CS035""], ""location"": [""CS035""], ""casualties"": [""CS035""], ""classification"": [""CS035""], ""motive"": [""CS035""], ""outcome"": [""CS035""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,"[""其他已披露背景""]",2025,2025-Q2,排除,False,True,True,1,4,
C031,2025-06-26,day,北京密云育才路车辆碰撞行人事故,北京,北京,密云区,城市,校园及周边,驾车,excluded,警方初查明确操作不当，未获反证确认故意冲撞；网络汇编所称夫妻争吵不采信。,,,,,,2025-06-26,,,,35,男,,,[],未知,,,,,事故调查处理中。,,,2025-06-26,官方转载,"[""CS042""]","{""date"": [""CS042""], ""location"": [""CS042""], ""casualties"": [""CS042""], ""classification"": [""CS042""], ""motive"": [], ""outcome"": [""CS042""]}",,有人受伤，人数未公布,,,,,,,,,,True,False,媒体调查／研究推断,[],2025,2025-Q2,排除,False,True,False,0,0,
C047,2025-07-20,day,昆明金碧路交通肇事逃逸案,云南,昆明,西山区,城市,街道交通,驾车,excluded,官方初查为交通肇事逃逸，未确认故意攻击随机人群；传播时常误将通报日7月21日作案发日。,2,9,0,,,2025-07-21,,,,49,男,,,[],未知,,,,,李某某被抓获，排除酒驾毒驾，事故调查中。,,,2025-07-21,官方转载,"[""CS058""]","{""date"": [""CS058""], ""location"": [""CS058""], ""casualties"": [""CS058""], ""classification"": [""CS058""], ""motive"": [], ""outcome"": [""CS058""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2025,2025-Q3,排除,False,True,False,2,9,
C020,2025-08-03,day,耒阳蔡子池街道持刀伤人案,湖南,衡阳,耒阳市,城市,街道交通,持械,pending,故意伤害及伤亡有官方通报；目击者称在路口与麻将馆连续伤人，但被害关系未明确，尚不能确认随机。,2,3,,,,2025-08-03,,,,31,男,,,[],未知,,,,,段某超被抓获。,,,2025-08-03,官方转载,"[""CS029""]","{""date"": [""CS029""], ""location"": [""CS029""], ""casualties"": [""CS029""], ""classification"": [""CS029""], ""motive"": [], ""outcome"": [""CS029""]}",学校附近不等于针对在校儿童；不采用网传受害者身份。,,,,,,,,,,,True,False,媒体调查／研究推断,[],2025,2025-Q3,待核实,False,True,False,2,3,
C035,2025-10-06,day,网传泉港永嘉天地持刀伤人事件,福建,泉州,泉港区,,商业场所,持械,pending,仅找到网传影像汇编，未取得可靠现场独立报道或官方通报。,,,,,,,7至8人等网传人数未核，不取值。,,,,,,,[],未知,,,,,,,,2025-10-07,网传待核,"[""CS046""]","{""date"": [""CS046""], ""location"": [""CS046""], ""casualties"": [""CS046""], ""classification"": [""CS046""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,False,False,媒体调查／研究推断,[],2025,2025-Q4,待核实,False,False,False,0,0,
C034,2026-03-29,day,网传北京房山大韩继集市铲车冲撞事件,北京,北京,房山区,乡镇,商业场所,驾车,pending,报道主要来自网络影像，无官方确认或独立可靠实地核实；发生细节、意图及伤亡均待核。,,,,,,,网络死亡人数多版本冲突，全部不计入精确字段。,,,,,,,[],未知,,,,,,,,2026-03-31,网传待核,"[""CS045""]","{""date"": [""CS045""], ""location"": [""CS045""], ""casualties"": [""CS045""], ""classification"": [""CS045""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,False,False,媒体调查／研究推断,[],2026,2026-Q1,待核实,False,True,False,0,0,
C027,2026-03-31,day,武汉青松路持刀伤人案,湖北,武汉,江岸区,城市,街道交通,持械,pending,警方确认4伤，未说明被害关系，不能仅依人数认定随机。,0,4,,,,2026-03-31,,,,44,男,,,[],未知,,,,民警与群众合力制服；封面新闻现场走访称其水果刀脱手后曾去另一家店拿裁纸刀。,吴某某当场被控制。,,,2026-03-31,官方转载,"[""CS037"", ""RCS004""]","{""date"": [""CS037""], ""location"": [""CS037""], ""casualties"": [""CS037""], ""classification"": [""CS037""], ""motive"": [], ""outcome"": [""CS037""], ""intervention"": [""CS037"", ""RCS004""]}",,,,,,,,,,,,True,False,媒体调查／研究推断,[],2026,2026-Q1,待核实,False,True,False,0,4,
C037,2026-04-04,day,网传沈阳太原街持刀伤人事件,辽宁,沈阳,和平区,城市,街道交通,持械,pending,媒体明确表示真实性未明，未见官方通报；网络影像及口述不足以确认随机性。,,,,,,,传2或4死、6人被砍及嫌犯坠亡均未核，不录入精确伤亡。,,,,,,,[],未知,,,,,,,,2026-04-05,网传待核,"[""CS048""]","{""date"": [""CS048""], ""location"": [""CS048""], ""casualties"": [""CS048""], ""classification"": [""CS048""], ""motive"": [], ""outcome"": []}",,,,,,,,,,,,False,False,媒体调查／研究推断,[],2026,2026-Q2,待核实,False,True,False,0,0,
