id,url,title,publisher,published_date,accessed_date,type,independence_group,supports,key_facts,body_checked,provenance_note,access_status,replacement_support,note
BS25,https://china.caixin.com/2022-07-05/101908062.html,上海男子持刀伤人致6人受伤 因与原单位纠纷,财新,2022-07-05,2026-09-16,独立媒体,财新上海20220705,"[""B23""]",警方称59岁高某与原单位纠纷交涉未果；财新获悉其在SMG办公地点随机攻击进出员工，6伤。,,,,,
BS26,https://china.caixin.com/2022-07-30/101920197.html,四川沐川涉嫌杀人警察尸体在山中被发现,财新,2022-07-30,2026-09-16,独立媒体,财新沐川20220730,"[""B24""]",警方确认36岁涉案警察尸体；财新家属与村民采访确认5名受害者为同一家庭及亲属。,,,,,
BS27,https://www.thepaper.cn/newsDetail_forward_19218504,河南舞阳交通事故致1死28伤，肇事司机已被控制,澎湃新闻,2022-07-28,2026-09-16,官方媒体,舞阳政府20220728,"[""B25""]",官方称张家港路交通肇事逃逸，1死28伤，司机刘某33岁被控制。,,,,,
BS28,https://jx.ifeng.com/c/8IJMUtHuk4x,江西安福幼儿园行凶嫌疑人逃跑途中因车祸身亡，另有两位教师遇害,凤凰网转载封面新闻,2022-08-10,2026-09-16,独立媒体,封面安福20220810,"[""B26""]",截至8月5日4死5伤，伤者无生命危险；嫌疑人逃跑时交通事故死亡。,,,,,
BS29,https://www.sohu.com/a/1006507291_338398,持刀随机杀害17岁少年，罪犯死刑改判无期，遇害者父亲：彼此无仇,新晚报,2026-04-07,2026-09-16,法院,莆田曾某彬判决报道20260407,"[""B27""]",报道逐项引用判决和鉴定：2022年8月2日莆田街头随意选择对象杀害1人；重审以未满18岁改判无期。,,,,,
BS30,https://www.sohu.com/a/699423212_120952561,Z世代 正青春｜吴英杰，英雄豪杰！徒手制伏持刀行凶者,封面新闻,2023-07-13,2026-09-16,独立媒体,封面吴英杰20230713,"[""B28""]",2023年3月19日重庆轨道一号线何某刺伤邻座女乘客；警方向记者称目的为随机伤害，伤者出院。,,,,,
BS31,https://epaper.cqrb.cn/cqrb/2023-12/14/009/cqrb20231214009.pdf,见义勇为青年吴英杰,重庆日报,2023-12-14,2026-09-16,官方媒体,重庆日报吴英杰20231214,"[""B28""]",人物事迹确认3月19日地铁持刀案，事后经查系发病随机伤害，吴英杰与乘客安保协力制止。,,,,,
BS32,https://www.ctdsb.net/c1476_202304/1704661.html,邯郸交通事故中肇事者向警方投掷爆炸物？应急管理局回应：不实,顶端新闻/极目新闻转载,2023-04-02,2026-09-16,独立媒体,顶端邯郸20230402,"[""B29""]",应急部门确认3月31日车辆碰撞事件和抓获，伤亡动机仍查，否认网传爆炸物。,,,,,
BS33,https://mil.news.sina.com.cn/2023-04-03/doc-imypaaar3376321.shtml,重庆警方通报男子持菜刀行凶致4名路人受伤,环球网转载江北公安,2023-04-03,2026-09-16,公安,重庆江北公安20230403,"[""B30""]",4月2日20:40，46岁淦某江北建新西路持菜刀伤4路人，群众制服；无生命危险。,,,,,
BS34,https://www.thepaper.cn/newsDetail_forward_22632762,平顶山一男子驾车冲撞女子，致7人受伤、3人经抢救无效死亡,澎湃转载平安平顶山,2023-04-09,2026-09-16,公安,平顶山公安20230409,"[""B31""]",47岁梁某与48岁女子因感情争执驾车冲撞，造成多人伤亡；关系及伤亡口径未进一步列明。,,,,,
BS35,https://news.sina.cn/sh/2023-11-30/detail-imzwmafq5131352.d.html?vt=4,山东科技大学学生行凶致1死6伤案开庭：凶手当庭翻供并拒绝赔偿受害者,紫牛新闻（上游/新浪转载）,2023-11-30,2026-09-16,检察院,紫牛山东科大20231130,"[""B32""]",记者获取起诉书：复学未果后预谋在校园周边袭击；向媒体预告，连续刺伤等车乘客、车内乘客与街边学生，1死6伤。,,,,,
BS36,https://news.southcn.com/node_cde6f9580c/ec0e0475f2.shtml,中山警方通报“男子开铲车在马路上连撞多人”：伤者均无生命危险,南方网,2023-05-12,2026-09-16,公安,中山大涌公安20230512,"[""B33""]",大涌警方称48岁惠某驾驶装载作业车碰撞多车，4伤，无生命危险，调查中。,,,,,
BS37,https://www.thepaper.cn/newsDetail_forward_23077557?commTag=true,山西兴县发生一起重大刑案致7死11伤，嫌疑人被抓获,央视新闻/澎湃转载,2023-05-14,2026-09-16,公安,兴县政府20230514,"[""B34""]",兴县政府披露：27岁郭某亮感情纠纷先伤害女方及家人，后驾车撞倒1名出警人员和13名行人，总7死11伤。,,,,,
BS38,https://www.guancha.cn/politics/2023_05_15_692336.shtml,贵阳警方通报男子持剪刀伤人：系精神障碍患者,观察者网转载云岩公安,2023-05-15,2026-09-16,公安,贵阳云岩公安20230515,"[""B35""]",5月14日40岁张某在盐务街百草巷刺伤路过数名行人，均无生命危险。,,,,,
BS39,https://www.thepaper.cn/newsDetail_forward_23132077,四川南部县公安通报一起持刀伤人事件：8人受伤，抓获嫌疑人,澎湃新闻,2023-05-18,2026-09-16,公安,南部公安20230518,"[""B36""]",21岁雍某桂博路持刀伤8人，均无生命危险，被抓获。,,,,,
BS40,https://www.jfdaily.com/wx/detail.do?id=615630,“男子当街持剪刀伤人”，天津警方通报,上观新闻转载平安和平,2023-05-24,2026-09-16,公安,天津和平公安20230523,"[""B37""]",5月23日53岁孙某在和平区山西路剪刀划伤一女性路人颈、手，群众控制，伤者无生命危险。,,,,,
BS41,https://news.sina.com.cn/s/2023-06-06/doc-imywkaxc4458009.shtml,长沙警方通报一面包车撞伤9人：驾驶人已被抓获,新浪转载警方及上游新闻,2023-06-06,2026-09-16,公安,长沙开福公安20230606,"[""B38""]",39岁兰某滨河路面包车撞9人后弃车逃逸，警方抓获，1人伤势较重。,,,,,
BS42,https://finance.sina.com.cn/tech/roll/2023-06-17/doc-imyxqzei8183571.shtml,秦皇岛街头男子持刀伤人，警方称嫌疑人已被控制,红星新闻,2023-06-17,2026-09-16,独立媒体,红星秦皇岛20230617,"[""B39""]",6月16日海港区建国路护城河附近伤人，民警向记者证实控制；网传人数未经核实。,,,,,
BS43,https://www.spp.gov.cn/zdgz/202312/t20231216_637049.shtml,办案检察官解析长春高空抛物致死案：被告人虽自首但不足以对其从轻处罚,最高检转载法治日报,2023-12-16,2026-09-16,检察院,法治日报长春20231216,"[""B40a"", ""B40b"", ""B41""]",法院认定6月17日向不特定行人投掷水桶与可乐致2人伤，6月22日投砖致1死；12月13日一审死刑。,,,,,
BS44,https://www.jiemian.com/article/11855265.html,长春高空抛物致死案被告人被核准死刑，受害人家属称要追究物业和警方责任,界面新闻,2024-10-21,2026-09-16,独立媒体,界面长春20241021,"[""B40a"", ""B40b"", ""B41""]",采访家属确认10月21日核准死刑并执行；披露司法鉴定无精神疾病、完全刑责。伤亡总数简写与法院逐人事实有差异，以后者为准。,,,,,
BS45,https://news.hainan.net/hainan/shixian/qx/lingao/2023/07/01/4750679.shtml,临高警方通报“持刀伤人案”：嫌疑人已被控制,海南在线转载临高警方,2023-07-01,2026-09-16,公安,临高公安20230630,"[""B42""]",6月30日20时临城镇二环路伤人，嫌疑人控制，伤者均无生命危险，人数未公布。,,,,,
BS46,https://china.caixin.com/2023-07-10/102074089.html,广东廉江一幼儿园发生伤害事件 已致6死1伤,财新,2023-07-10,2026-09-16,独立媒体,财新廉江20230710,"[""B43""]",警方通报25岁吴某杰横山镇6死1伤，财新采访教育部门确认发生幼儿园且有幼儿遇害。,,,,,
BS47,https://www.sznews.com/news/content/2023-08/08/content_30391821.htm,云南罗平发生持刀伤人案致2死7伤，嫌疑人被抓获,深圳新闻网转载警方,2023-08-08,2026-09-16,公安,罗平公安20230808,"[""B44""]",20岁陈某先在家刺母亲，再逃窜刺伤8人，共2死7伤。,,,,,
BS48,https://k.sina.com.cn/article_1644948230_m620beb06033010mso.html,男子沿街砍人被市民扔水桶阻止 目击者：有4人受伤，均为老人和女性,湖北经视/北京头条转载,2023-08-17,2026-09-16,独立媒体,湖北经视枣阳20230817,"[""B45""]",目击者称枣阳万象城附近男子沿街砍伤4人；商户泼水阻止；未检出独立官方后续。,,,,,
BS49,https://m.cnhubei.com/content/2023-12/24/content_17160212.html,成都新都警方通报一男子持刀伤人,荆楚网转载警方,2023-12-24,2026-09-16,公安,成都新都公安20231224,"[""B46""]",新都同福路21岁刘某持刀伤人，群众控制，伤者无生命危险；有精神病史。,,,,,
BS50,https://tt.jxnews.com.cn/news/2337118,“一男子在某广场附近持刀伤人”，深圳警方通报,大江网转载深圳龙华公安,2023-11-09,2026-09-16,公安,深圳龙华公安20231109,"[""B47""]",11月9日18时大浪广场附近37岁唐某持刀，1死3伤。,,,,,
BS51,https://www.hkcd.com/content_app/2021-12/29/content_1315025.html,湖南長沙望城區發生持刀砍人事件 致3死2傷,香港商报转载望城公安,2021-12-29,2026-09-16,公安,长沙望城公安20211229,"[""B48""]",23岁赵某与工友因琐事争执，后在车间出入口持刀刺工友，3死2伤。,,,,,
BS52,https://www.thepaper.cn/newsDetail_forward_15385084,死刑！安庆男子步行街持刀行凶致7死13伤案宣判,澎湃新闻,2021-11-15,2026-09-16,法院,安庆中院20211115,"[""B02""]",明确一审宣判日11月15日，吴亮当庭服判，7死13伤。,,,,,
BS53,https://news.sina.cn/sh/2023-12-26/detail-imzzkcmr9504467.d.html,山科大休学学生行凶案一审宣判 凶手获死刑当庭上诉：不会赔偿受害者家属,紫牛新闻/新浪转载,2023-12-26,2026-09-16,法院,紫牛山科大20231226,"[""B32""]",记者读取判决，法院认定报复学校、捅刺无辜群众1死6伤，判死刑；判决提及之前多次威胁学校。,,,,,
BS54,http://society.people.com.cn/n1/2022/0809/c1008-32498307.html,警方通报：郸城一男子持刀砍伤2人，已被刑拘,人民网,2022-08-09,2026-09-16,公安,郸城公安20220809,"[""B49""]",8月8日22:05世纪广场南21岁张某伤2人，22:08警方与群众控制，伤者稳定。,,,,,
BS55,https://www.nbd.com.cn/articles/2021-03-22/1665963.html,广州警方通报番禺爆炸案：5人当场死亡，包括嫌疑人，另有5人受伤,每日经济新闻转载番禺公安,2021-03-22,2026-09-16,公安,番禺公安20210322,"[""B50""]",59岁胡某携可燃爆物到明经村建筑内引燃；4名他人死亡、5伤，嫌疑人死亡。,,,,,
BS56,https://finance.sina.com.cn/wm/2025-08-19/doc-infmpuqz5930493.shtml?froms=ggmp,吉某（1980年生），被核准死刑！,南京晨报/新浪转载,2025-08-19,2026-09-16,法院,南京吉某最高法裁定,"[""B10""]",完整转述最高法裁定：7名受害人受伤，3重伤二级；2022-11-18一审、2024-05-08二审、2024-12-21核准死刑，2025-08-15文书公开。,,,,,
BS57,https://www.zaobao.com.sg/realtime/china/story20220806-1300335,江西幼儿园砍人案嫌疑人刘小辉车祸死亡,联合早报转载央视及安福公安,2022-08-06,2026-09-16,公安,安福公安20220805,"[""B26""]",警方确认刘小辉8月3日横穿高速逃亡遭车祸，8月4日伤重死亡；受害者两人现场死亡、另两人送医死亡。,,,,,
BS58,https://www.voachinese.com/a/suicide-bombing-in-Guangzhou-village-government-office-sets-off-concerns-for-social-disturbance-20210326/5829459.html,广州番禺一村委会遭自杀性爆炸 分析：社会矛盾激化的产物,美国之音,2021-03-26,2026-09-16,独立媒体,VOA番禺20210326,"[""B50""]",采访村委会附近人士确认爆炸；报道地点为明经村村委会，与警方4名受害者死亡、5伤相符；土地纠纷说法不作已证实动机。,,,,,
CS001,https://www.court.gov.cn/zixun/xiangqing/451251.html,樊维秋以危险方法危害公共安全案一审宣判,最高人民法院转载新华社,2024-12-27,2026-09-16,法院,zhuhai-court-20241227,"[""C001""]",法院认定因婚姻破裂、生活失意及不满财产分割，故意撞击锻炼人群；一审死刑。,,,,,
CS002,https://www.news.cn/legal/20250120/4480b6707c27415caf9011c420c35524/c.html,樊维秋被执行死刑,新华社,2025-01-20,2026-09-16,官方媒体,zhuhai-execution-20250120,"[""C001""]",经最高法核准，2025年1月20日执行死刑。,,,,,
CS003,https://www.thepaper.cn/newsDetail_forward_29324635,致35人死亡，43人受伤！珠海警方通报驾车冲撞市民重大恶性案件,澎湃号媒体转载珠海公安,2024-11-12,2026-09-16,公安,zhuhai-police-20241112,"[""C001""]",警方确认11月11日发生驾车冲撞市民恶性案件，35死43伤。文字正文已打开，通报完整细节为图片。,,,,,
CS004,https://news.cctv.cn/2025/01/20/ARTIRKFXD34m4R9THppujfJO250120.shtml,致8死17伤 无锡一学院持刀伤人案凶手徐加金被执行死刑,央视新闻,2025-01-20,2026-09-16,官方媒体,wuxi-execution-20250120,"[""C002""]",11月16日案致8死17伤；12月17日一审死刑；2025年1月20日执行。,,,,,
CS005,https://www.thepaper.cn/newsDetail_forward_29374300,徐某金回校发泄行凶，致8死17伤，警方通报,澎湃号媒体转载宜兴公安,2024-11-17,2026-09-16,公安,wuxi-police-20241116,"[""C002""]",嫌疑人男21岁，为2024届毕业生；警方初查称未获毕业证及不满实习报酬，返校发泄行凶。,,,,,
CS006,https://www.spp.gov.cn/zdgz/202412/t20241223_677165.shtml,湖南常德撞人案一审宣判 被告人黄文被判死缓,最高人民检察院转载新华社,2024-12-23,2026-09-16,法院,changde-court-20241223,"[""C003""]",11月19日黄文因投资亏损、家庭矛盾驾车冲撞不特定小学生等人群后持械攻击；30人受伤，含18名学生，判死缓。,,,,,
CS007,https://news.sina.com.cn/s/2024-10-01/doc-incqyxry4462222.shtml,上海松江警方：一男子超市内持刀伤人被当场抓获，3人抢救无效死亡,界面新闻（新浪转载）,2024-10-01,2026-09-16,公安,songjiang-police-20241001,"[""C004""]",9月30日松汇中路超市林某某37岁持刀伤18人，其中3人死亡；警方初查个人经济纠纷后来沪泄愤。,,,,,
CS008,https://www.news.cn/20240301/ee8b277f478c4a2fbfa81522cc7cada5/c.html,山东德州交通肇事已致2人死亡6人重伤,新华社,2024-03-01,2026-09-16,公安,dezhou-police-20240301,"[""C005""]",3月1日安居苑小区南侧道路车辆撞人，2死6重伤，驾驶人被抓；未披露故意性。,,,,,
CS009,https://www.lifeweek.com.cn/h5/article/detail.do?artId=222951,高校内开车撞人致3死16伤：撞向同学的大专学生,三联生活周刊,2024-03-30,2026-09-16,独立媒体,taizhou-lifeweek-20240330,"[""C006""]",采访学生及家属，确认校内冲撞致3死16伤；报道同学辨认的威胁聊天截图及学业背景，无法替代司法动机认定。,,,,,
CS010,https://www.xhby.net/content/s65f991e0e4b0a2749b86e065.html,浙江台州通报高校车辆冲撞事件：3死16伤,新华报业网转载台州公安,2024-03-19,2026-09-16,公安,taizhou-police-20240319,"[""C006""]",校内车辆撞人，学生驾驶家庭车辆，19人送医其中3人死亡；已控制并立案。,,,,,
CS011,https://ntrd.jsjc.gov.cn/zt/fzxw/202405/t20240514_1624128.shtml,云南镇雄警方通报医院持刀行凶案件：造成2死21伤,如东县检察院转载镇雄融媒,2024-05-14,2026-09-16,公安,zhenxiong-police-20240507,"[""C007""]",镇雄城南医院5月7日11:37发生持刀案，2死21伤，嫌犯为男性村民。,,,2026-09-16复核404,"[""CS012"", ""RCS001""]",保留原记录供审计；不再作为唯一可访问事实入口。
CS012,https://m.thepaper.cn/newsDetail_forward_27295726,官方人士称镇雄医院行凶者朋友圈动机信息不实,红星新闻（澎湃转载）,2024-05-08,2026-09-16,独立媒体,zhenxiong-redstar-20240508,"[""C007""]",警方续报40岁男子李某当日下午被抓；相关部门否认网传朋友圈动机。患者描述与袭击者对峙及追赶。,,,,,
CS013,https://www.thepaper.cn/newsDetail_forward_27445134,贵溪明德小学持刀伤人案警方通报,天津广播转载贵溪公安（澎湃号）,2024-05-20,2026-09-16,公安,guixi-police-20240520,"[""C008""]",45岁女子持水果刀伤人，2死4名直接伤者另6人躲闪擦伤。,,,,,
CS014,https://news.sina.com.cn/c/2024-05-21/doc-inavyuwi5410331.shtml,江西贵溪小学伤人案凶手系村中医护,南风窗（新浪转载）,2024-05-21,2026-09-16,独立媒体,guixi-nanfeng-20240521,"[""C008""]",采访家长、学生及居民，案发于小学低年级教室，涉及多名学生；未确认作案动机。,,,,,
CS015,https://chinadigitaltimes.net/chinese/705851.html,指尖新闻：湖南男子持刀在小学行凶,指尖新闻（中国数字时代存档）,2024-03-12,2026-09-16,独立媒体,qidong-zhijian-20240312,"[""C009""]",记者采访村民称3月4日三友小学两女生遭袭一死一伤；官方未正面公布详细案情。只有单一采集源。,,,,,
CS016,https://news.cnr.cn/dj/20240521/t20240521_526712688.shtml,湖南郴州一公园发生刑事案件，致3死2伤,央广网转载苏仙公安,2024-05-21,2026-09-16,公安,chenzhou-police-20240521,"[""C010""]",5月20日晚公园刑案3死2伤，黄某朋35岁被抓；未披露对象关系及作案方式。,,,,,
CS017,https://xinwen.bjd.com.cn/content/s666825b1e4b035c6ca5ea1ee.html,4名外籍人士和1名中国游客被刺伤，吉林警方通报,北京日报客户端转载吉林船营公安,2024-06-11,2026-09-16,公安,jilin-police-20240611,"[""C011""]",55岁男子走路与外籍游客碰撞后刺伤其及3同行者、1劝阻中国游客；当日被抓。,,,,,
CS018,https://www.guancha.cn/politics/2024_06_19_738469.shtml,上海地铁54岁男子持刀伤人，3人受伤,观察者网转载轨交公安,2024-06-19,2026-09-16,公安,shmetro-police-20240619,"[""C012""]",合川路地铁站内持刀伤3人，54岁男子沈某被抓；动机及关系未公布。,,,,,
CS019,https://www.jiangsu.gov.cn/art/2024/6/29/art_84324_11283716.html,苏州市认定校车工作人员见义勇为行为（原题姓名略）,江苏省政府转载新华日报,2024-06-29,2026-09-16,官方媒体,suzhou-huyouping-20240629,"[""C013""]",6月24日新地中心公交站日本母子及救人者受伤；救人者6月26日死亡；2日籍伤者存活。,,,,,
CS020,https://www.thepaper.cn/newsDetail_forward_28800862,深圳日本人学校被刺学生不幸去世，警方通报称嫌犯单人作案,深圳特区报（澎湃转载）,2024-09-20,2026-09-16,公安,shenzhen-police-20240920,"[""C014""]",9月18日10岁男童上学途中被44岁无固定职业男子刺伤，19日凌晨死亡；嫌犯当场被抓。,,,,,
CS021,https://www.mofa.go.jp/mofaj/press/kaiken/kaikenit_000001_00080.html,岩屋外务大臣会见记录（深圳案执行通报）,日本外务省,2025-04-22,2026-09-16,官方媒体,shenzhen-mofa-20250422,"[""C014""]",中方4月21日告知已执行死刑，但执行具体日期仍在确认，不能把通知日写成执行日。,,,,,
CS022,https://www.the-independent.com/asia/china/suzhou-stabbing-japan-school-bus-stop-death-sentence-b2735645.html,China executes man for fatal stabbing near Japanese school,The Independent,2025-04-18,2026-09-16,独立媒体,suzhou-independent-20250418,"[""C013""]",转述日方中方4月16日通知已执行苏州案死刑；同文深圳案庭审状态有滞后错误，需官方源复核。,,,,,
CS023,https://china.caixin.com/m/2024-10-08/102243146.html,刑释男子在广州一小学门口持刀伤人 伤者含两名小学生,财新,2024-10-09,2026-09-16,独立媒体,guangzhou-caixin-20241009,"[""C015""]",3名伤者含2名小学生；60岁嫌疑人当场制服。司法旧案证实曾因持刀攻击前女友获刑。,,,,,
CS024,https://news.cctv.cn/2024/10/28/ARTIaGmYW8QmzQqhgVIepwzP241028.shtml,北京海淀发生持刀伤人案件，5人受伤,央视网转载海淀公安,2024-10-28,2026-09-16,公安,beijing-police-20241028,"[""C016""]",5名路人包括3名未成年人受伤，50岁唐某某当场被控。,,,,,
CS025,https://china.caixin.com/m/2024-10-28/102250558.html,北京一小学放学时发生伤害事件 五人受伤含三名学生,财新,2024-10-29,2026-09-16,独立媒体,beijing-caixin-20241029,"[""C016""]",案发于中关村三小北校区门外，一名家长和棒球教练因阻止行凶受伤。,,,,,
CS026,https://www.ngzb.com.cn/news/2024/12/11/chengdu-xingju-yibei-xianyiren-qingwei-3ren-jingfang-shangren-ji.html,成都地铁站外男子持剪刀伤人，警方：3人轻微伤,南国早报,2024-12-11,2026-09-16,官方媒体,chengdu-ngzb-20241211,"[""C017""]",警方证实29岁曲某某持剪刀伤3人；目击者称对路过女子刺击，视频伤者称不认识袭击者。,,,,,
CS027,https://news.cnr.cn/native/gd/kx/20240813/t20240813_526850173.shtml,广东中山警方通报小汽车碰撞行人：8人受伤,央广网转载央视/横栏公安,2024-08-13,2026-09-16,公安,zhongshan-police-20240813,"[""C018""]",厨卫工厂内陈某胜29岁驾车撞伤8人，原因及对象关系未公布。,,,,,
CS028,https://news.cnr.cn/rebang/20250606/t20250606_527198591.shtml,警方通报武汉大学伤人事件：犯罪嫌疑人被当场控制,央广网/央视新闻,2025-06-06,2026-09-16,官方媒体,武汉洪山公安20250606,"[""C019""]",全文转述警方通报：6月4日武汉大学食堂，23岁朱某因学业不顺行凶，3伤；未披露被害关系。,,,,,
CS029,https://www.thepaper.cn/newsDetail_forward_31292390,故意伤害致2死3伤，段某超被抓获,澎湃号媒体,2025-08-03,2026-09-16,官方媒体,耒阳公安20250803及原媒体采访,"[""C020""]",通报2死3伤、31岁男性；记者采访目击者称男子从路口进入并进入麻将馆伤人。未确认与各被害者关系。,,,,,
CS030,https://hk.on.cc/cnt/news/20250501/bkn-20250501084137284-0501_00822_001_cn.html,天津医院6医护遇袭 两人死亡包括一医生,东网,2025-05-01,2026-09-16,独立媒体,东网天津医院20250501,"[""C021""]",报道称4月28日6名医护遇袭，2死1重伤，并称见到警方通报；本文无可回溯通报原件，动机与嫌疑人资料仍待核。,,,,,
CS031,https://china.caixin.com/2025-10-25/102375498.html,湖北十堰男子驾车撞人致一死多伤 事发两天后警方回应,财新,2025-10-25,2026-09-16,独立媒体,财新覃建行十堰20251025,"[""C022""]",记者核实事发重庆路小学附近路口，视频显示车冲向等候人群；通报危险方法危害公共安全1死4人伤较重及多人轻伤。,,,,,
CS032,https://news.ycwb.com/ikinvjktin/content_53752479.htm,湖北十堰警方通报：致1人遇难4人重伤，陈某被刑拘,羊城晚报/平安茅箭,2025-10-25,2026-09-16,官方媒体,十堰茅箭公安20251024,"[""C022""]",完整通报：10月22日事件，48岁陈某以危险方法危害公共安全；1死4人伤情较重，多人轻微伤，不能将伤者总数写成4。,,,,,
CS033,https://news.cnr.cn/native/gd/kx/20250530/t20250530_527190837.shtml,成都警方通报一起持刀伤人案件：2名伤者和嫌犯均无生命危险,央广网/央视网,2025-05-30,2026-09-16,官方媒体,成都锦江公安20250530,"[""C023""]",完整通报26岁陆某因感情纠纷刺伤前女友及其上前劝阻同事，后自伤颈；受害者2伤与嫌疑人自伤分开。,,,,,
CS034,https://news.cnr.cn/native/gd/kx/20260914/t20260914_527813785.shtml,广州警方通报男子持刀伤人事件,央广网/广州番禺公安,2026-09-14,2026-09-16,官方媒体,广州番禺公安20260914,"[""C024""]",小谷围街火锅店门口李某35岁持刀伤人；均无生命危险，未公布人数与动机。,,,,,
CS035,https://focus.scol.com.cn/zgsz/202506/83064620.html,男子鸣笛引路人不满，驾车强行驶离致1死4伤，重庆警方通报,四川在线/重庆巴南公安,2025-06-15,2026-09-16,官方媒体,重庆巴南公安20250615,"[""C025""]",完整通报：6月14日38岁熊某鸣笛与围车群众争执，强行离开伤及阻拦者1死4伤。,,,,,
CS036,https://www.cnr.cn/gd/dwqgc/20250515/t20250515_527170600.shtml,警方通报男子广州南站持刀伤人,央广网,2025-05-15,2026-09-16,官方媒体,广州铁路公安20250515,"[""C026""]",通报5月15日安检区外35岁男子李某某持水果刀伤1人，未说明被害关系。,,,,,
CS037,https://www.cnr.cn/hubei/jcgd/20260331/t20260331_527568472.shtml,武汉发生一起持刀伤人事件 警方通报,央广网,2026-03-31,2026-09-16,官方媒体,武汉江岸公安20260331,"[""C027""]",青松路吴某某44岁持水果刀伤4人，均无生命危险，未披露被害关系。,,,,,
CS038,https://zj.cnr.cn/zjyw/20260713/t20260713_527708145.shtml,浙江杭州警方通报一起持刀伤人警情,央广网,2026-07-13,2026-09-16,官方媒体,杭州钱塘公安20260713,"[""C028""]",钱塘54岁纺织厂员工金某某刺伤甜品店27岁店主，店主死亡；未披露关系与原因。,,,,,
CS039,https://www.nippon.com/hk/news/yjj2026051900961/,上海日系大楼内发生持刀伤人事件＝2名日本人受伤皆无生命危险,时事通信/Nippon.com,2026-05-20,2026-09-16,独立媒体,Jiji上海20260520,"[""C029""]",上海环球金融中心餐厅3人受伤，59岁男性被制服；警方称有精神病治疗史，附近店员转述现场经过。,,,,,
CS040,https://www.fmprc.gov.cn/fyrbt_673021/jzhsl_673025/202605/t20260520_11914508.shtml,2026年5月20日外交部发言人郭嘉昆主持例行记者会,外交部,2026-05-20,2026-09-16,官方媒体,外交部20260520,"[""C029""]",原文确认上海餐厅持刀案3伤、嫌犯被抓获、精神障碍患者；未说明随机性或针对国籍。,,,,,
CS041,https://www.thepaper.cn/newsDetail_forward_26990155,江西吉安警方：男子持刀划伤两名路人后逃匿，已被抓捕归案,澎湃新闻/吉州公安,2024-04-11,2026-09-16,官方媒体,吉州公安20240410,"[""C030""]",通报4月10日翠岭路38岁余某伤2名路人，均无生命危险。,,,,,
CS042,https://www.thepaper.cn/newsDetail_forward_31046919,一男子驾驶小客车与行人发生碰撞，北京密云警方发布通报,澎湃新闻/平安密云,2025-06-26,2026-09-16,官方媒体,北京密云公安20250626,"[""C031""]",35岁韩某某驾车操作不当撞行人；人数未公布。,,,,,
CS043,https://www.thepaper.cn/newsDetail_forward_30822710,北京警方：海淀小客车刮碰行人事故致4人受伤，肇事司机被查获,澎湃新闻/北京交警,2025-05-15,2026-09-16,官方媒体,北京交警20250515,"[""C032""]",健安西路4伤；官方称刮碰行人交通事故，原因进一步调查。,,,,,
CS044,https://xinwen.bjd.com.cn/content/s671989e0e4b01a5d71ca5efa.html,青岛警方深夜通报,北京日报/长安街知事,2024-10-24,2026-09-16,官方媒体,青岛市北公安20241024,"[""C033""]",搅拌车与多车碰撞，3人留院、无生命危险；48岁孙某某涉嫌醉驾。,,,,,
CS045,https://www.hk01.com/article/60335629,传北京市集有重型铲泥车冲撞人群致多人死伤,香港01,2026-03-31,2026-09-16,独立媒体,网络视频房山20260329,"[""C034""]",报道3月29日大韩继集市铲车冲撞传言；全文主要据社交视频和网络目击者，明确无官方通报、死伤未核实。,,,,,
CS046,https://www.secretchina.com/news/gb/2025/10/07/1089077.html,传福建男子中秋夜随机砍人 多人受伤包括儿童,看中国,2025-10-07,2026-09-16,汇编线索,社交视频泉港20251006,"[""C035""]",仅记录泉港永嘉天地持刀网传线索；7至8伤、儿童和离异精神病等均未交叉核实，不取其分析为事实。,,,,,
CS047,https://www.ntdtv.com/gb/2025/04/22/a103978828.html,放学时分 浙江金华轿车直冲校门撞倒一片,新唐人,2025-04-23,2026-09-16,汇编线索,社交视频金华20250422,"[""C036""]",主要据社交视频记录4月22日苏孟小学车撞人线索；缺通报、实际人数未核。,,,,,
CS048,https://www.ntdtv.com/gb/2026/04/04/a104083185.html,传沈阳男子连砍6人后跳楼,新唐人,2026-04-05,2026-09-16,汇编线索,社交视频沈阳20260404,"[""C037""]",网传4月4日太原街伤人，文本明确称真实性不明、未见官方；数字互相冲突，不用作精确伤亡。,,,,,
CS049,https://wz.jschina.com.cn/jrgc/202605/t20260503_s69f6b72ee4b0d4f4536434af.shtml,广西柳州警方深夜通报：一小区发生刑事案件，造成4人死亡（其中1人有重大嫌疑），1人受伤,中国江苏网/柳州城中警方,2026-05-03,2026-09-16,官方媒体,柳州城中公安20260502,"[""C038""]",官方通报4名死者含1名重大嫌疑人；受害者记3死1伤、嫌疑人死亡另列，关系和作案方法未知。,,,,,
CS050,https://news.dayoo.com/guangdong/202404/26/139996_54661857.htm,肇庆发生一起小汽车碰撞摩托车交通事故，警方通报,广州日报大洋网/平安封开,2024-04-26,2026-09-16,官方媒体,封开公安20240426,"[""C039""]",仅确认4月26日江口街道汽车撞摩托车，有人受伤；无人数与主动攻击证据。,,,,,
